,SCH_NAME,de_total_enrollment,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,COMBOKEY,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,combokey,TITLEI,LEAID_nces,LEA_NAME_nces,SCHID_nces,SCH_NAME_nces,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516
546,William Finch,7,CA,CALIFORNIA,691008,Glenn County Office of Education,8479,='069100808479',No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,14,20,0,0,0,0,0,0,0,0,14,11,2,2,30,33,2,2,4,0,Yes,0,2,0,0,0,0,0,0,0,0,5,0,0,0,5,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='069100808479',Yes,691008,Glenn County Office of Education,8479,William Finch,Alternative Education School,4,4,No,KG,12,Glenn County,32,39.749163,-122.178945
527,Education Laboratory - A Hawaii New Century PCS,8,HI,HAWAII,1500030,Hawaii Department of Education,273,='150003000273',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,11,2,2,0,119,116,38,50,5,5,38,35,11,17,224,225,29,38,13,10,Yes,0,0,0,0,2,2,0,0,2,0,0,2,0,0,4,4,2,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='150003000273',No,1500030,Hawaii Department of Education,273,University Laboratory School,Regular School,1,4,No,KG,12,Honolulu County,11,21.297947,-157.821646
5,California Connections Academy @ Ripon,8,CA,CALIFORNIA,698993,California Connections Academy @ Ripon,99999,='069899399999',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,107,131,8,0,32,44,8,5,38,38,152,212,41,62,386,492,8,14,49,28,Yes,0,2,0,0,0,0,0,0,0,0,2,2,0,2,2,6,0,0,0,0,Yes,0,8,0,0,5,8,0,0,2,2,2,23,5,5,14,46,0,2,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,4,Yes,KG,12,Orange County,21,33.573338,-117.730193
538,Career and Early College Academy,7,MI,MICHIGAN,2632300,South Haven Public Schools,8492,='263230008492',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,0,0,0,2,2,26,29,2,0,32,33,2,2,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='263230008492',No,2632300,South Haven Public Schools,8492,Career and Early College Academy,Regular School,1,4,No,6,12,Van Buren County,41,42.40921,-86.242701
528,MIAMI ELEM.,7,MO,MISSOURI,2920820,MIAMI R-I,1138,='292082001138',No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,8,2,5,5,0,0,0,2,0,2,86,74,0,0,99,85,0,2,10,4,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='292082001138',Yes,2920820,MIAMI R-I,1138,MIAMI ELEM.,Regular School,1,1,No,PK,6,Bates County,43,38.334941,-94.531344
529,Tennessee Virtual On-Line School,7,TN,TENNESSEE,4704550,Wilson County,2262,='470455002262',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,2,0,0,0,20,23,0,0,22,23,0,0,4,0,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='470455002262',No,4704550,Wilson County,2262,Tennessee Virtual On-Line School,Regular School,1,4,Yes,KG,12,Wilson County,31,36.16814,-86.306511
531,Banner West Academy HS,7,IL,ILLINOIS,1709930,City of Chicago SD 299,6174,='170993006174',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,17,5,0,0,2,0,0,0,167,110,0,2,2,0,188,117,2,0,37,16,Yes,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='170993006174',No,1709930,City of Chicago SD 299,6174,Banner West Academy HS,Regular School,1,3,No,9,12,Cook County,11,41.909524,-87.75235
547,Omni Adult and Alternative Education,7,MI,MICHIGAN,2608070,Carrollton Public Schools,1816,='260807001816',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,20,17,2,0,0,0,0,0,11,11,38,32,2,2,73,62,2,2,7,0,Yes,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='260807001816',No,2608070,Carrollton Public Schools,1816,Omni Adult and Alternative Education,Alternative Education School,4,4,No,6,12,Saginaw County,22,43.450545,-83.946605
549,Greyhound Central Performance Academy,7,MI,MICHIGAN,2612690,Eaton Rapids Public Schools,1856,='261269001856',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,5,2,0,0,0,2,0,0,2,0,38,38,2,2,47,44,0,0,7,10,Yes,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,2,2,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='261269001856',No,2612690,Eaton Rapids Public Schools,1856,Greyhound Central Performance Academy,Alternative Education School,4,4,No,6,12,Eaton County,31,42.50258,-84.640581
534,Frederick Elementary - 02,7,SD,SOUTH DAKOTA,4621400,Frederick Area School District 06-2,189,='462140000189',No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,2,0,0,0,0,0,0,92,68,0,2,92,72,0,0,13,13,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='462140000189',Yes,4621400,Frederick Area School District 06-2,189,Frederick Elementary - 02,Regular School,1,1,No,KG,6,Brown County,43,45.832896,-98.503798
551,PREMIER H S OF GRANBURY,7,TX,TEXAS,4800207,PREMIER HIGH SCHOOLS,12540,='480020712540',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,8,11,0,0,0,0,0,0,0,2,56,68,0,5,64,86,2,2,10,4,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='480020712540',Yes,4800207,PREMIER HIGH SCHOOLS,12540,PREMIER H S OF GRANBURY,Alternative Education School,4,3,Missing,9,12,Hood County,32,32.434487,-97.776582
536,Indiana Connections Academy,7,IN,INDIANA,1800098,Indiana Connections Academy,2474,='180009802474',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,107,167,5,8,14,35,0,0,101,137,1343,1703,71,110,1641,2160,8,20,340,226,Yes,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,Yes,0,2,0,0,0,0,0,0,0,5,11,47,0,5,11,59,0,0,0,5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='180009802474',Yes,1800098,Indiana Connections Academy,2474,Indiana Connections Academy,Regular School,1,4,Yes,KG,12,Marion County,11,39.87492,-86.274891
552,SAGE Academy,7,NC,NORTH CAROLINA,3700750,Chatham County Schools,2079,='370075002079',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,8,5,0,0,0,0,0,0,5,5,20,11,0,2,33,23,2,2,13,4,Yes,2,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='370075002079',Yes,3700750,Chatham County Schools,2079,SAGE Academy,Alternative Education School,4,3,No,9,12,Chatham County,32,35.73056,-79.459811
539,Southview Middle School,7,IA,IOWA,1903690,Ankeny Comm School District,2186,='190369002186',No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-9,No,No,No,No,20,11,0,0,8,11,2,2,8,5,320,329,11,17,369,375,5,2,52,16,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='190369002186',Yes,1903690,Ankeny Comm School District,2186,Southview Middle School,Regular School,1,4,No,8,9,Polk County,21,41.72145,-93.609971
540,Frederick Jr. High - 03,7,SD,SOUTH DAKOTA,4621400,Frederick Area School District 06-2,957,='462140000957',No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,2,0,0,0,0,0,0,92,68,0,2,92,72,0,0,13,13,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='462140000957',Yes,4621400,Frederick Area School District 06-2,957,Frederick Jr. High - 03,Regular School,1,2,No,7,8,Brown County,43,45.832896,-98.503798
542,CREATIVE ALTERNATIVES PROGRAM,7,MN,MINNESOTA,2702264,NORTHEAST METRO 916,4149,='270226404149',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,2,2,2,0,2,0,0,0,5,0,47,5,2,0,60,7,0,0,55,7,Yes,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='270226404149',No,2702264,NORTHEAST METRO 916,4149,CREATIVE ALTERNATIVES PROGRAM,Special Education School,2,4,No,5,12,Ramsey County,21,45.012961,-93.103916
543,Bessemer City High Sch,7,AL,ALABAMA,100330,Bessemer City,87,='010033000087',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,23,26,2,0,0,2,0,0,458,443,14,8,0,2,497,481,20,23,136,91,Yes,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,Yes,2,2,0,0,0,2,0,0,17,26,2,0,0,0,21,30,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='010033000087',-9,100330,Bessemer City,87,Jess Lanier High Sch,Regular School,1,3,No,9,12,Jefferson County,21,33.36995,-87.000581
576,NEW DIRECTIONS ALTERNATIVE H.S. PROGRAM,6,VA,VIRGINIA,5100270,ARLINGTON CO PBLC SCHS,2860,='510027002860',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,11,2,0,0,0,0,0,0,5,0,5,2,0,2,21,6,5,2,0,4,Yes,2,0,0,0,0,0,0,0,2,0,0,0,0,2,4,2,2,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='510027002860',No,5100270,ARLINGTON CO PBLC SCHS,2860,NEW DIRECTIONS ALTERNATIVE H.S. PROGRAM,Alternative Education School,4,N,No,N,N,Arlington County,12,38.88907,-77.092841
545,eSchool,7,AZ,ARIZONA,407750,Deer Valley Unified District,2591,='040775002591',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,5,0,0,2,0,0,0,2,0,14,17,2,2,22,24,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='040775002591',Yes,407750,Deer Valley Unified District,2591,eSchool,Regular School,1,3,Yes,9,12,Maricopa County,11,33.67039,-112.091591
556,Alternative Learning Academy at Conley-Caraballo High,6,CA,CALIFORNIA,626910,New Haven Unified,11552,='062691011552',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,0,0,0,0,2,0,0,2,0,2,2,5,0,11,4,2,2,10,4,Yes,2,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='062691011552',Yes,626910,New Haven Unified,11552,Alternative Learning Academy at Conley-Caraballo High,Alternative Education School,4,3,No,9,12,Alameda County,12,37.615113,-122.028045
559,Rudsdale Continuation,6,CA,CALIFORNIA,628050,Oakland Unified,7326,='062805007326',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,50,32,0,0,0,2,2,0,35,32,2,0,0,2,89,68,23,17,0,0,Yes,0,2,0,0,0,0,2,0,2,0,0,0,0,0,4,2,0,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='062805007326',Yes,628050,Oakland Unified,7326,Rudsdale Continuation,Alternative Education School,4,3,No,9,12,Alameda County,11,37.76625,-122.154401
548,Salt River Accelerated Learning Academy,7,AZ,ARIZONA,400047,Salt River Pima-Maricopa  Community Schools,3031,='040004703031',No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,Yes,Yes,0,2,17,26,0,0,0,0,0,0,0,0,0,0,17,28,0,0,4,4,Yes,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='040004703031',Yes,400047,Salt River Pima-Maricopa  Community Schools,3031,Salt River Accelerated Learning Academy,Regular School,1,3,No,9,12,Maricopa County,41,33.466698,-111.863083
560,North Monterey County Center for Independent Study,6,CA,CALIFORNIA,627590,North Monterey County Unified,9412,='062759009412',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,56,41,2,2,2,5,2,2,2,0,29,44,2,2,95,96,17,8,7,7,Yes,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,4,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='062759009412',No,627590,North Monterey County Unified,9412,North Monterey County Center for Independent Study,Alternative Education School,4,4,No,KG,12,Monterey County,22,36.776063,-121.668895
550,Center Point High School,7,AL,ALABAMA,101920,Jefferson County,702,='010192000702',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,11,0,2,0,0,0,0,380,398,5,2,0,0,387,413,2,0,73,52,Yes,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,0,Yes,0,5,0,0,0,0,0,0,47,101,0,2,0,0,47,108,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='010192000702',-9,101920,Jefferson County,702,Erwin High Sch,Regular School,1,3,No,9,12,Jefferson County,12,33.658596,-86.702868
565,HALLANDALE ADULT/COMMUNITY CENTER,6,FL,FLORIDA,1200180,BROWARD,2487,='120018002487',No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,107,89,2,0,5,2,0,0,284,173,50,23,2,5,450,292,38,26,79,22,Yes,2,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='120018002487',No,1200180,BROWARD,2487,HALLANDALE ADULT/COMMUNITY CENTER,Alternative Education School,4,4,No,6,12,Broward County,21,25.980675,-80.162875
566,Peninsula High,6,CA,CALIFORNIA,634980,San Mateo Union High,13476,='063498013476',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,65,53,0,2,5,5,5,5,5,2,26,23,14,8,120,98,29,23,46,37,Yes,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,4,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='063498013476',Yes,634980,San Mateo Union High,13476,Peninsula High,Alternative Education School,4,3,No,9,12,San Mateo County,21,37.610566,-122.428717
553,Sumter Central High Sch,7,AL,ALABAMA,103090,Sumter County,2201,='010309002201',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,0,0,0,0,0,0,0,284,251,2,0,0,2,288,253,0,0,34,13,Yes,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,0,Yes,0,0,0,0,0,0,0,0,8,14,0,0,0,0,8,14,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='010309002201',-9,103090,Sumter County,2201,Sumter Central High Sch,Regular School,1,3,Yes,9,12,Sumter County,43,32.55001,-88.229327
554,D. M. Therrell High School,7,GA,GEORGIA,1300120,Atlanta Public Schools,4215,='130012004215',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,8,5,0,0,0,0,0,0,398,395,2,2,2,2,410,404,8,5,67,40,Yes,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,0,Yes,2,0,0,0,0,0,0,0,38,62,0,0,2,2,42,64,0,0,2,0,Yes,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,0,='130012004215',Yes,1300120,Atlanta Public Schools,4215,Therrell High School,Regular School,1,3,No,9,12,Fulton County,11,33.69889,-84.488761
555,PSD GLOBAL ACADEMY,7,CO,COLORADO,803990,Poudre School District R-1,6431,='080399006431',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,Yes,No,No,5,11,0,0,2,2,0,0,0,2,68,80,5,5,80,100,0,0,4,4,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080399006431',No,803990,Poudre School District R-1,6431,PSD GLOBAL ACADEMY,Regular School,1,4,Yes,KG,12,Larimer County,12,40.567076,-105.066868
567,Theodore Bird High,6,CA,CALIFORNIA,637260,Sonora Union High,9445,='063726009445',No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,No,Yes,2,5,0,2,2,0,0,0,0,2,14,23,0,2,18,34,0,0,0,4,Yes,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,4,0,0,2,5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='063726009445',Yes,637260,Sonora Union High,9445,Theodore Bird High,Alternative Education School,4,3,No,9,12,Tuolumne County,32,37.982605,-120.379577
557,Bradley County Virtual School,6,TN,TENNESSEE,4700330,Bradley County,2312,='470033002312',No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,2,2,0,0,0,0,0,2,2,23,26,2,2,29,32,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,6,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='470033002312',No,4700330,Bradley County,2312,Bradley County Virtual School,Regular School,1,4,Yes,3,12,Bradley County,23,35.156885,-84.850271
571,McDowell AEC,6,NC,NORTH CAROLINA,3702940,McDowell County Schools,3353,='370294003353',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,2,2,0,0,0,0,2,2,35,32,2,2,43,40,0,0,16,7,Yes,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,4,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='370294003353',Yes,3702940,McDowell County Schools,3353,McDowell AEC,Alternative Education School,4,4,No,6,12,McDowell County,32,35.65834,-82.02804
572,Farmington Central High School,6,MI,MICHIGAN,2614070,Farmington Public School District,4371,='261407004371',No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,0,0,0,2,0,0,0,26,20,32,26,2,2,64,48,2,2,13,16,Yes,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,4,0,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='261407004371',No,2614070,Farmington Public School District,4371,Farmington Central High School,Alternative Education School,4,3,No,10,12,Oakland County,13,42.458279,-83.348294
561,Rapid City High School - 45,6,SD,SOUTH DAKOTA,4659820,Rapid City Area School District 51-4,1340,='465982001340',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,17,5,65,65,5,0,0,0,2,2,131,77,14,8,234,157,0,0,37,16,Yes,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,4,0,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='465982001340',Yes,4659820,Rapid City Area School District 51-4,1340,Rapid City High School - 45,Regular School,1,3,No,9,12,Pennington County,13,44.0765,-103.228431
563,ACADEMY ONLINE HIGH SCHOOL,6,CO,COLORADO,801920,Academy School District 20,6434,='080192006434',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,5,5,0,0,0,2,0,0,0,2,29,26,0,2,34,37,0,0,4,0,Yes,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,4,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080192006434',No,801920,Academy School District No. 20 in the county of El Paso an,6434,ACADEMY ONLINE,Regular School,1,4,Yes,KG,12,El Paso County,11,38.95383,-104.790561
