,SCH_NAME,de_total_enrollment,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,COMBOKEY,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,combokey,TITLEI,LEAID_nces,LEA_NAME_nces,SCHID_nces,SCH_NAME_nces,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516,Students_in_11_12
37,William & Marian Ghidotti High,162,CA,CALIFORNIA,626880,Nevada Joint Union High,11700,='062688011700',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,5,8,2,2,2,2,0,0,0,0,62,77,0,2,71,91,0,0,0,0,Yes,5,8,2,2,2,2,0,0,0,0,62,77,0,2,71,91,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='062688011700',No,626880.0,Nevada Joint Union High,11700.0,William & Marian Ghidotti High,Alternative Education School,4.0,3,No,9,12,Nevada County,32,39.235734,-121.053727,Yes
38,Academy of the Redwoods,161,CA,CALIFORNIA,614190,Fortuna Union High,10801,='061419010801',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,14,17,2,5,2,8,0,0,0,0,38,68,2,5,58,103,0,2,0,4,Yes,14,17,2,5,2,8,0,0,0,0,38,68,2,5,58,103,0,2,2,5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='061419010801',Yes,614190.0,Fortuna Union High,10801.0,Academy of the Redwoods,Alternative Education School,4.0,3,No,9,12,Humboldt County,41,40.699362,-124.19893799999998,Yes
39,CARLSBAD EARLY COLLEGE HIGH,157,NM,NEW MEXICO,3500300,CARLSBAD MUNICIPAL SCHOOLS,1109,='350030001109',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,-9,No,No,No,No,23,35,0,2,0,2,2,0,2,0,41,50,0,0,68,89,0,0,4,0,Yes,23,35,0,2,0,2,2,0,2,0,41,50,0,0,68,89,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='350030001109',Yes,3500300.0,CARLSBAD MUNICIPAL SCHOOLS,1109.0,CARLSBAD EARLY COLLEGE HIGH,Regular School,1.0,3,No,9,12,Eddy County,41,32.44167,-104.264851,No
40,Hagerstown Jr-Sr High School,150,IN,INDIANA,1807380,Nettle Creek School Corp,1261,='180738001261',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,0,0,0,2,0,257,230,8,8,269,240,0,2,49,34,Yes,0,0,0,0,0,0,0,0,2,0,71,77,0,0,73,77,0,0,8,5,Yes,0,0,0,0,0,0,0,0,0,0,32,59,0,0,32,59,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='180738001261',Yes,1807380.0,Nettle Creek School Corp,1261.0,Hagerstown Jr-Sr High School,Regular School,1.0,3,No,7,12,Wayne County,42,39.920299,-85.161401,Yes
41,Satellite High School,148,WA,WASHINGTON,5303540,Highline School District,2968,='530354002968',No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,29,20,2,2,11,17,2,2,5,11,23,20,11,5,83,77,11,8,70,40,Yes,29,17,2,2,8,14,2,2,5,8,23,20,11,5,80,68,11,5,68,41,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530354002968',Not Applicable,5303540.0,Highline School District,2968.0,Satellite High School,Special Education School,2.0,4,Missing,PK,12,King County,21,47.43536,-122.325138,Yes
42,Ferrucci Jr High,148,WA,WASHINGTON,5306960,Puyallup School District,1865,='530696001865',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,-9,No,No,No,No,59,44,8,5,11,5,2,5,17,8,227,218,47,44,371,329,41,35,73,28,Yes,8,8,2,2,2,2,2,2,5,2,41,53,11,8,71,77,8,8,11,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530696001865',Yes,5306960.0,Puyallup School District,1865.0,Ferrucci Jr High,Regular School,1.0,2,Missing,7,9,Pierce County,21,47.160546,-122.270648,No
43,Cardinal Heights Upper Middle,146,WI,WISCONSIN,5514640,Sun Prairie Area School District,2810,='551464002810',No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-9,No,No,No,No,59,50,0,2,47,29,0,0,62,62,419,371,41,44,628,558,35,20,82,40,Yes,5,11,0,0,8,5,0,0,2,5,35,65,5,5,55,91,2,0,5,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='551464002810',Yes,5514640.0,Sun Prairie Area School District,2810.0,Cardinal Heights Upper Middle,Regular School,1.0,4,No,8,9,Dane County,21,43.17852,-89.219201,No
44,Paris Cooperative High School,145,IL,ILLINOIS,1701397,Paris Cooperative High School,6061,='170139706061',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,5,2,0,0,0,0,0,0,0,272,290,5,5,281,300,0,0,0,4,Yes,0,0,0,0,0,0,0,0,0,0,74,71,0,0,74,71,0,0,0,0,Yes,2,2,0,0,0,0,0,0,0,0,26,23,0,0,28,25,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='170139706061',No,1701397.0,Paris Cooperative High School,6061.0,Paris Cooperative High School,Alternative Education School,4.0,3,No,9,12,Edgar County,32,39.6086,-87.69527099999998,Yes
45,KILLEEN ISD EARLY COLLEGE H S,143,TX,TEXAS,4825660,KILLEEN ISD,13234,='482566013234',No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-9,No,No,No,No,29,20,0,2,2,2,2,2,23,23,17,17,2,2,75,68,2,2,0,0,Yes,29,20,0,2,2,2,2,2,23,23,17,17,2,2,75,68,2,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='482566013234',Yes,4825660.0,KILLEEN ISD,13234.0,KILLEEN ISD EARLY COLLEGE H S,Regular School,1.0,4,Missing,9,9,Bell County,12,31.113392,-97.761946,No
46,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,141,FL,FLORIDA,1201590,POLK,8246,='120159008246',No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,Yes,Yes,14,23,0,0,0,2,0,0,20,29,20,38,2,2,56,94,8,5,4,4,Yes,14,23,0,0,0,2,0,0,20,26,17,35,2,2,53,88,8,5,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='120159008246',Yes,1201590.0,POLK,8246.0,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,Regular School,1.0,3,No,11,12,Polk County,41,27.990321999999995,-81.889275,Yes
47,Johnston Middle School,137,IA,IOWA,1915450,Johnston Comm School District,926,='191545000926',No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-9,No,No,No,No,29,29,2,0,29,41,0,0,26,20,413,407,26,23,525,520,23,23,55,40,Yes,2,2,0,0,8,5,0,0,2,2,83,29,2,2,97,40,2,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='191545000926',No,1915450.0,Johnston Comm School District,926.0,Johnston Middle School,Regular School,1.0,4,No,8,9,Polk County,41,41.675001,-93.701893,No
48,Wyoming High School,136,MI,MICHIGAN,2636570,Wyoming Public Schools,7264,='263657007264',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,158,161,5,2,23,29,2,0,56,74,233,203,17,44,494,513,53,56,64,40,Yes,14,17,0,2,2,5,2,0,2,5,35,47,0,5,55,81,2,2,2,2,Yes,11,38,2,2,2,11,0,0,2,14,38,53,2,11,57,129,0,5,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='263657007264',Yes,2636570.0,Wyoming Public Schools,7264.0,Wyoming High School,Regular School,1.0,3,No,9,12,Kent County,13,42.90938,-85.699242,Yes
49,New Start,134,WA,WASHINGTON,5303540,Highline School District,2967,='530354002967',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,44,20,2,0,2,2,5,2,8,8,14,17,5,8,80,57,11,5,22,13,Yes,41,20,2,0,2,2,5,2,8,8,14,17,5,8,77,57,11,5,20,14,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530354002967',Yes,5303540.0,Highline School District,2967.0,New Start,Alternative Education School,4.0,3,Missing,9,12,King County,21,47.49593,-122.34261,Yes
50,Virtual Learning Academy (H),134,NH,NEW HAMPSHIRE,3303271,Virtual Learning Academy Charter School,679,='330327100679',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,5,8,0,2,2,2,0,0,0,2,110,173,5,5,122,192,0,0,10,7,Yes,2,5,0,0,0,0,0,0,0,0,53,74,0,0,55,79,0,0,0,0,Yes,2,2,0,0,0,0,0,0,0,0,5,17,0,0,7,19,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='330327100679',Yes,3303271.0,Virtual Learning Academy Charter School,679.0,Virtual Learning Academy (H),Regular School,1.0,3,Yes,9,12,Rockingham County,23,42.975134,-70.956909,Yes
51,CHOICE Academy,133,WA,WASHINGTON,5303540,Highline School District,2640,='530354002640',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,11,23,0,0,5,5,2,0,5,5,32,44,5,8,60,85,2,2,10,4,Yes,11,20,0,0,2,5,2,0,5,5,29,41,5,8,54,79,2,2,11,5,Yes,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,4,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530354002640',Yes,5303540.0,Highline School District,2640.0,CHOICE Academy,Alternative Education School,4.0,3,Missing,7,12,King County,21,47.438,-122.325021,Yes
53,ELDON HIGH,128,MO,MISSOURI,2911340,ELDON R-I,402,='291134000402',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,5,5,5,5,2,5,2,0,5,5,332,314,0,0,351,334,0,2,61,28,Yes,2,2,0,2,0,2,0,0,0,2,56,62,0,0,58,70,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='291134000402',Yes,2911340.0,ELDON R-I,402.0,ELDON HIGH,Regular School,1.0,3,No,9,12,Miller County,32,38.349396,-92.580483,Yes
54,Aylen Jr High,126,WA,WASHINGTON,5306960,Puyallup School District,1022,='530696001022',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,-9,No,No,No,No,53,59,8,2,11,8,5,2,8,8,233,206,26,20,344,305,53,44,46,25,Yes,5,5,0,2,2,2,2,0,2,2,50,41,8,5,69,57,8,8,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530696001022',Yes,5306960.0,Puyallup School District,1022.0,Aylen Jr High,Regular School,1.0,2,Missing,7,9,Pierce County,21,47.192201,-122.313575,No
55,Columbia Junior High School,126,WA,WASHINGTON,5302880,Fife School District,3161,='530288003161',No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-9,No,No,No,No,44,56,5,2,32,23,8,8,11,8,158,137,35,32,293,266,23,20,31,19,Yes,11,17,2,0,8,5,2,2,2,0,38,20,11,8,74,52,2,8,11,5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530288003161',Yes,5302880.0,Fife School District,3161.0,Columbia Junior High School,Regular School,1.0,2,Missing,6,9,Pierce County,21,47.231049,-122.355327,No
56,Gateway to College at Laney College,123,CA,CALIFORNIA,628050,Oakland Unified,12506,='062805012506',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,20,26,0,2,8,8,2,0,32,14,2,5,2,2,66,57,8,11,0,0,Yes,20,26,0,2,8,8,2,0,32,14,2,5,2,2,66,57,8,11,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='062805012506',Yes,628050.0,Oakland Unified,12506.0,Gateway to College at Laney College,Alternative Education School,4.0,3,No,9,12,Alameda County,11,37.79614,-122.261331,Yes
57,Newport Heights Elementary,122,WA,WASHINGTON,5300390,Bellevue School District,77,='530039000077',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,44,53,2,0,419,395,2,0,20,17,362,335,71,74,920,874,41,23,91,25,Yes,2,8,0,0,14,26,0,0,2,5,29,23,5,8,52,70,2,0,2,2,Yes,20,29,2,0,284,272,2,0,8,8,182,212,47,44,545,565,11,5,11,5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530039000077',No,5300390.0,Bellevue School District,77.0,Newport Heights Elementary,Regular School,1.0,1,Missing,KG,5,King County,12,47.5556,-122.180941,Yes
58,Three Rivers High School,119,MI,MICHIGAN,2633840,Three Rivers Community Schools,6930,='263384006930',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,20,23,0,0,5,8,0,0,29,23,299,293,29,26,382,373,5,2,28,16,Yes,2,2,0,0,2,2,0,0,2,5,38,59,2,5,46,73,0,0,0,0,Yes,0,0,0,0,2,2,0,0,0,2,38,47,5,5,45,56,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='263384006930',No,2633840.0,Three Rivers Community Schools,6930.0,Three Rivers High School,Special Education School,2.0,3,No,9,12,St. Joseph County,31,41.949467,-85.61559100000002,Yes
59,Dekalb Early College Academy,119,GA,GEORGIA,1301740,DeKalb County,3708,='130174003708',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,8,8,0,2,2,2,0,0,98,194,2,2,0,2,110,210,0,2,0,0,Yes,5,5,0,0,2,2,0,0,35,68,0,2,0,0,42,77,0,0,0,0,Yes,2,0,0,0,0,2,0,0,5,23,0,0,0,2,7,27,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='130174003708',Yes,1301740.0,DeKalb County,3708.0,Dekalb Early College Academy,Regular School,1.0,3,No,9,12,DeKalb County,21,33.832190000000004,-84.195451,Yes
60,Marysville STEM Early College High School,117,OH,OHIO,3904547,Marysville Exempted Village,5841,='390454705841',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,-9,No,No,No,No,2,2,0,0,8,5,0,0,2,0,158,98,5,2,175,107,0,2,22,4,Yes,0,2,0,0,5,0,0,0,2,0,65,41,0,2,72,45,0,0,5,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='390454705841',No,3904547.0,Marysville Exempted Village,5841.0,Marysville STEM Early College High School,Regular School,1.0,4,No,9,10,Union County,32,40.24732,-83.372571,No
61,GOAL ACADEMY,116,CO,COLORADO,803870,Falcon School District No. 49 in the county of El Paso and,6393,='080387006393',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,Yes,869,1175,20,35,5,5,8,8,56,92,791,890,44,74,1793,2279,221,329,64,31,Yes,17,26,0,0,0,0,0,0,0,2,26,41,2,2,45,71,2,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080387006393',Yes,803870.0,Falcon School District No. 49 in the county of El Paso and,6393.0,GOAL ACADEMY,Alternative Education School,4.0,3,Yes,9,12,Pueblo County,12,38.27742,-104.607661,Yes
62,Alliance High School,115,OR,OREGON,4110040,Portland SD 1J,1652,='411004001652',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,23,23,5,2,5,2,2,2,17,11,47,26,11,5,110,71,5,2,37,13,Yes,14,8,2,2,2,2,2,2,11,5,35,20,8,2,74,41,2,2,29,14,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='411004001652',Yes,4110040.0,Portland SD 1J,1652.0,Alliance High School,Alternative Education School,4.0,3,No,9,12,Multnomah County,11,45.558607,-122.622101,Yes
63,Ohio Virtual Academy,115,OH,OHIO,3900180,Ohio Virtual Academy,4704,='390018004704',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,137,161,8,17,53,74,2,8,449,485,3506,3635,449,473,4604,4853,14,14,832,457,Yes,0,0,0,0,2,2,0,0,2,2,38,59,5,5,47,68,2,0,2,0,Yes,0,2,0,0,2,2,0,0,0,0,11,20,0,2,13,26,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='390018004704',Yes,3900180.0,Ohio Virtual Academy,4704.0,Ohio Virtual Academy,Regular School,1.0,4,Yes,KG,12,Lucas County,21,41.58714000000001,-83.684591,Yes
64,Oregon Connections Academy,112,OR,OREGON,4108100,Santiam Canyon School District 129J,1680,='410810001680',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,182,236,26,32,17,35,2,11,26,20,1421,1547,113,164,1787,2045,11,14,337,190,Yes,5,2,2,2,2,5,0,0,2,0,26,56,2,8,39,73,0,0,2,2,Yes,2,2,0,0,2,2,0,0,0,0,11,29,2,2,17,35,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='410810001680',No,4108100.0,Santiam Canyon SD 129J,1680.0,Oregon Connections Academy,Regular School,1.0,4,Yes,KG,12,Marion County,42,44.75847,-122.487101,Yes
65,Kent Phoenix Academy,109,WA,WASHINGTON,5303960,Kent School District,3178,='530396003178',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,32,41,5,2,8,8,2,5,26,23,50,71,17,17,140,167,2,8,13,16,Yes,11,14,2,0,5,5,0,0,11,8,20,23,8,2,57,52,2,0,5,2,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530396003178',No,5303960.0,Kent School District,3178.0,Kent Phoenix Academy,Alternative Education School,4.0,3,Missing,9,12,King County,12,47.366504,-122.193871,Yes
66,Ohio Connections Academy Inc,109,OH,OHIO,3900250,Ohio Connections Academy,5193,='390025005193',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,59,86,5,8,20,20,2,2,161,197,1280,1430,116,113,1643,1856,2,8,271,145,Yes,2,0,0,0,2,0,0,2,0,2,32,65,2,2,38,71,0,0,2,0,Yes,0,2,0,0,0,2,0,0,2,8,14,29,2,2,18,43,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='390025005193',Yes,3900250.0,Ohio Connections Academy Inc,5193.0,Ohio Connections Academy Inc,Regular School,1.0,4,Yes,KG,12,Cuyahoga County,11,41.50298,-81.659981,Yes
67,IDAHO VIRTUAL ACADEMY,108,ID,IDAHO,1600004,IDAHO VIRTUAL ACADEMY,859,='160000400859',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,56,71,227,239,11,14,5,2,14,17,620,698,0,0,933,1041,2,0,139,91,Yes,2,5,2,5,0,2,0,0,2,2,29,59,0,0,35,73,0,0,0,0,Yes,0,2,2,2,0,2,0,0,2,2,20,32,0,0,24,40,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='160000400859',Yes,1600004.0,IDAHO VIRTUAL ACADEMY,859.0,IDAHO VIRTUAL ACADEMY,Regular School,1.0,4,No,PK,12,Ada County,21,43.587082,-116.355531,Yes
68,EARLY COLLEGE HIGH SCHOOL,108,CO,COLORADO,803060,Colorado Springs School District No. 11 in the county of E,6580,='080306006580',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,20,26,0,2,2,0,0,0,2,11,35,44,5,8,64,91,2,2,0,0,Yes,14,17,0,2,2,0,0,0,0,5,26,35,5,2,47,61,2,2,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080306006580',No,803060.0,Colorado Springs School District No. 11 in the county of E,6580.0,EARLY COLLEGE HIGH SCHOOL,Alternative Education School,4.0,3,No,9,12,El Paso County,11,38.86075,-104.781681,Yes
69,Alameda Science and Technology Institute,107,CA,CALIFORNIA,601770,Alameda Unified,10547,='060177010547',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,Yes,No,No,5,11,0,0,68,56,2,2,5,2,14,8,5,0,99,79,2,2,0,0,Yes,5,8,0,0,38,38,2,2,0,2,5,2,5,0,55,52,0,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='060177010547',Yes,601770.0,Alameda Unified,10547.0,Alameda Science and Technology Institute,Alternative Education School,4.0,3,No,9,12,Alameda County,21,37.7799,-122.2805,Yes
71,ROCKY MOUNTAIN DIGITAL ACADEMY,107,CO,COLORADO,800282,COLORADO DIGITAL BOCES,6615,='080028206615',No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,41,62,5,2,2,2,0,0,5,5,92,161,8,8,153,240,5,11,0,4,Yes,8,17,2,0,2,2,0,0,0,2,23,47,2,2,37,70,0,2,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080028206615',No,800282.0,COLORADO DIGITAL BOCES,6615.0,ROCKY MOUNTAIN DIGITAL ACADEMY,Regular School,1.0,3,Yes,8,12,Pueblo County,12,38.27742,-104.607661,Yes
72,DEL RIO FRESHMAN SCHOOL,106,TX,TEXAS,4838900,SAN FELIPE-DEL RIO CISD,6037,='483890006037',No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-9,No,No,No,No,347,338,0,0,2,0,2,0,2,8,20,26,2,2,375,374,44,29,31,22,Yes,29,65,0,0,0,0,0,0,2,0,2,8,0,0,33,73,2,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='483890006037',Yes,4838900.0,SAN FELIPE-DEL RIO CISD,6037.0,DEL RIO FRESHMAN SCHOOL,Regular School,1.0,4,Missing,9,10,Val Verde County,33,29.384235,-100.915807,No
